,,,,,,,,,,,,,0.954504477,0.938632955,0.91710027,0.886441207,0.841544933,0.771245597,0.665177593,0.509360582,0.992763678,0.987248911,0.978640729,0.967551224,0.309447847,0.141160106,0.094483381
##Temp./øC,Time/min,DTA/(mW/mg),Mass/%,Sensit./(æV/mW),,"mass, g","m-minf-mh2o, g",(m-minf-mash)/(mo-minf-mash),dm/dt,1/T(k),"k, s-1",,9.6891933,,,,,,6.567606691,,2.904267263,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
,,,,,,0,0,0,#DIV/0!,0.003660992,#DIV/0!,,,,,,,,,,,,,,,,
